TRAN_DT,TRAN_TMRG,TRAN_AMT,MD_TYPE,FND_TYPE,FF_SP_AI,Source,Target,source_fan_out,source_fan_in,source_gather_scatter,source_simple_cycle,source_bipartite,source_stack,target_fan_out,target_fan_in,target_gather_scatter,target_simple_cycle,target_bipartite,target_stack
20230903,18,377523,2,18,02,117_2897935971429800,170_3966597032412511,0,0,0,0,1,0,0,0,0,0,1,0
20240306,18,49839,7,30,SP,124_3064335084513225,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20230821,21,241683,7,17,02,359_8748289854730524,459_9771999429864325,30,37,30,510,67,1774,32,37,32,511,69,1879
20231011,18,999712,7,30,01,125_7146012700096340,185_8715634143367325,44,34,34,508,78,2127,0,0,0,0,1,34
20231202,18,534462,1,16,02,777_1130092367040023,700_1400086102063774,31,36,31,503,67,1744,41,31,31,510,72,1936
20231128,21,506308,7,24,00,205_7764167623378289,125_7146012700096340,30,30,30,508,60,1521,44,34,34,508,78,2127
20230927,15,484023,4,19,00,205_7764167623378289,151_5131795137740982,30,30,30,508,60,1521,0,0,0,0,1,30
20230907,6,364529,8,17,02,125_7146012700096340,124_4118350799477474,44,34,34,508,78,2127,0,0,0,0,1,34
20240211,15,524350,7,11,01,137_9866812598434620,197_3981755641902273,0,0,0,0,1,0,0,0,0,0,1,0
20240315,15,662243,1,27,02,700_1400086102063774,135_7462470614247771,41,31,31,510,72,1936,0,0,0,0,1,31
20230815,21,151211,3,28,02,120_4751379709861822,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20230801,0,851449,8,28,00,128_4183131764964981,124_8210965357298966,0,0,0,0,1,0,0,0,0,0,1,0
20230701,6,791607,4,23,02,185_9056569780591234,117_9619768211381004,0,0,0,0,1,0,0,0,0,0,1,0
20230916,8,843250,4,27,01,171_6410084437397582,172_8662094694184723,0,0,0,0,1,0,0,0,0,0,1,0
20240223,18,819891,3,4,01,125_7146012700096340,117_8179861257048079,44,34,34,508,78,2127,0,0,0,0,1,34
20240505,8,720426,4,26,02,672_2425567546371265,777_1130092367040023,31,39,31,511,70,1904,31,36,31,503,67,1744
20230809,15,442475,8,3,SP,672_2425567546371265,174_9235263534350715,31,39,31,511,70,1904,0,0,0,0,1,39
20231124,0,155688,5,2,SP,137_6819984577668260,136_3403810831535925,0,0,0,0,1,0,0,0,0,0,1,0
20230825,0,575698,5,19,02,131_3602847648925129,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20240405,18,399348,5,30,SP,125_7146012700096340,125_7146012700096340,44,34,34,508,78,2127,44,34,34,508,78,2127
20231022,6,348910,4,4,02,672_2425567546371265,359_8748289854730524,31,39,31,511,70,1904,30,37,30,510,67,1774
20231026,15,572645,3,23,00,700_1400086102063774,163_5217437793713075,41,31,31,510,72,1936,0,0,0,0,1,31
20240206,0,645867,7,22,01,917_9821905184464824,188_2527142159429660,27,40,27,501,67,1678,0,0,0,0,1,40
20230805,21,23272,5,26,00,197_5562134736171276,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20240521,12,491140,3,20,01,672_2425567546371265,114_5588563851872790,31,39,31,511,70,1904,0,0,0,0,1,39
20230722,15,493106,4,16,SP,359_8748289854730524,917_9821905184464824,30,37,30,510,67,1774,27,40,27,501,67,1678
20240220,15,557701,7,11,00,459_9771999429864325,165_9857268620910560,32,37,32,511,69,1879,0,0,0,0,1,37
20231029,0,132949,2,26,00,777_1130092367040023,459_9771999429864325,31,36,31,503,67,1744,32,37,32,511,69,1879
20231003,21,631507,7,14,SP,714_7810586476051201,359_8748289854730524,43,32,32,511,75,2071,30,37,30,510,67,1774
20240617,21,402009,3,24,02,714_7810586476051201,143_3909792110977631,43,32,32,511,75,2071,0,0,0,0,1,32
20240611,18,863883,7,24,02,917_9821905184464824,116_1993119543721157,27,40,27,501,67,1678,0,0,0,0,1,40
20231106,15,998658,2,15,SP,359_8748289854730524,173_6705107059136505,30,37,30,510,67,1774,0,0,0,0,1,37
20240324,0,887521,7,2,02,205_7764167623378289,777_1130092367040023,30,30,30,508,60,1521,31,36,31,503,67,1744
20240619,12,429010,2,18,SP,121_1146782291342063,190_1747446861880077,0,0,0,0,1,0,0,0,0,0,1,0
20240516,15,843613,5,18,02,105_3251113840026995,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240611,3,367065,4,1,01,672_2425567546371265,672_2425567546371265,31,39,31,511,70,1904,31,39,31,511,70,1904
20240627,6,488925,7,18,01,857_3947123346806583,700_1400086102063774,36,34,34,510,70,1875,41,31,31,510,72,1936
20240608,8,340491,2,22,00,184_1759112516231722,178_8416827332639157,0,0,0,0,1,0,0,0,0,0,1,0
20240510,18,378351,6,28,02,672_2425567546371265,115_2134021465513810,31,39,31,511,70,1904,0,0,0,0,1,39
20240130,12,558897,5,18,SP,672_2425567546371265,152_7458547054809098,31,39,31,511,70,1904,0,0,0,0,1,39
20230717,3,334406,1,24,00,149_6893319013764686,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20230805,0,830646,6,11,02,139_3184314501755448,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20231002,15,807784,6,3,01,672_2425567546371265,180_1467843602506292,31,39,31,511,70,1904,0,0,0,0,1,39
20240213,8,520634,8,18,02,178_3684025307925128,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20240521,8,364148,2,2,00,359_8748289854730524,777_1130092367040023,30,37,30,510,67,1774,31,36,31,503,67,1744
20231012,15,242715,2,13,SP,672_2425567546371265,714_7810586476051201,31,39,31,511,70,1904,43,32,32,511,75,2071
20240210,8,856982,8,23,00,173_9469482341701304,164_1078251781705616,0,0,0,0,1,0,0,0,0,0,1,0
20230910,21,86330,2,14,00,195_4215155768547912,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20230830,21,766226,6,13,02,359_8748289854730524,857_3947123346806583,30,37,30,510,67,1774,36,34,34,510,70,1875
20231016,8,482875,5,4,02,111_5719939656156311,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20240113,0,378562,1,27,01,116_1948585802451248,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20230731,0,536863,1,24,02,777_1130092367040023,112_3307813482877769,31,36,31,503,67,1744,0,0,0,0,1,36
20240411,12,78039,8,0,01,125_7146012700096340,197_1403180048467667,44,34,34,508,78,2127,0,0,0,0,1,34
20231225,21,906602,3,4,00,168_5899283676547851,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20231021,18,716131,1,12,SP,143_7966553804584498,177_4280506437983195,0,0,0,0,1,0,0,0,0,0,1,0
20240123,3,296598,1,26,00,359_8748289854730524,124_2947875891089367,30,37,30,510,67,1774,0,0,0,0,1,37
20231128,6,118675,5,4,02,672_2425567546371265,777_1130092367040023,31,39,31,511,70,1904,31,36,31,503,67,1744
20240613,15,924096,4,25,00,672_2425567546371265,714_7810586476051201,31,39,31,511,70,1904,43,32,32,511,75,2071
20240129,12,647910,7,17,02,143_6607324945631599,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20231026,3,821872,3,22,02,150_8657871919169967,131_2072814668777606,0,0,0,0,1,0,0,0,0,0,1,0
20240108,8,238107,3,28,01,359_8748289854730524,459_9771999429864325,30,37,30,510,67,1774,32,37,32,511,69,1879
20240312,15,554585,8,13,01,125_7146012700096340,154_9884174578290574,44,34,34,508,78,2127,0,0,0,0,1,34
20240613,6,338025,3,1,01,700_1400086102063774,103_2442741791939011,41,31,31,510,72,1936,0,0,0,0,1,31
20231223,8,809469,3,30,00,359_8748289854730524,146_6159906421921331,30,37,30,510,67,1774,0,0,0,0,1,37
20240405,18,775125,5,24,00,700_1400086102063774,118_9168265445757991,41,31,31,510,72,1936,0,0,0,0,1,31
20230803,6,250757,2,26,02,205_7764167623378289,459_9771999429864325,30,30,30,508,60,1521,32,37,32,511,69,1879
20230830,8,896057,2,16,00,714_7810586476051201,459_9771999429864325,43,32,32,511,75,2071,32,37,32,511,69,1879
20231109,6,211447,1,0,00,111_6664854067605328,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230910,12,681499,8,13,02,185_1875589843495652,106_8507167037069875,0,0,0,0,1,0,0,0,0,0,1,0
20240308,0,788257,4,1,00,672_2425567546371265,186_8552648425061318,31,39,31,511,70,1904,0,0,0,0,1,39
20240609,0,531133,8,14,00,110_8976319233985320,159_8251602264174582,0,0,0,0,1,0,0,0,0,0,1,0
20231101,8,304013,2,3,00,125_7146012700096340,777_1130092367040023,44,34,34,508,78,2127,31,36,31,503,67,1744
20240330,0,187751,1,25,01,672_2425567546371265,205_7764167623378289,31,39,31,511,70,1904,30,30,30,508,60,1521
20240118,21,962913,4,18,00,109_7855333606903291,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240128,18,844221,4,13,01,115_9047840449067213,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20240603,15,667156,5,12,00,104_4474859323758620,200_7562918325711991,0,0,0,0,1,0,0,0,0,0,1,0
20240415,8,755946,2,11,00,857_3947123346806583,185_5833661728379086,36,34,34,510,70,1875,0,0,0,0,1,34
20230723,12,646152,2,0,00,125_7146012700096340,196_4590660554135396,44,34,34,508,78,2127,0,0,0,0,1,34
20231127,8,348646,5,3,00,672_2425567546371265,700_1400086102063774,31,39,31,511,70,1904,41,31,31,510,72,1936
20230920,21,237902,4,20,SP,459_9771999429864325,857_3947123346806583,32,37,32,511,69,1879,36,34,34,510,70,1875
20231115,15,114586,4,4,01,359_8748289854730524,131_5603074427599625,30,37,30,510,67,1774,0,0,0,0,1,37
20240609,6,595396,7,24,02,125_7146012700096340,128_5568513147005064,44,34,34,508,78,2127,0,0,0,0,1,34
20231229,6,195837,6,0,01,125_7146012700096340,700_1400086102063774,44,34,34,508,78,2127,41,31,31,510,72,1936
20240327,21,813257,3,2,01,700_1400086102063774,154_3936935987617652,41,31,31,510,72,1936,0,0,0,0,1,31
20240121,18,81071,8,28,SP,125_7146012700096340,714_7810586476051201,44,34,34,508,78,2127,43,32,32,511,75,2071
20231015,6,962285,3,15,02,857_3947123346806583,129_2416353684044045,36,34,34,510,70,1875,0,0,0,0,1,34
20231105,15,330925,3,0,00,113_9561190169577013,155_1770214009312998,0,0,0,0,1,0,0,0,0,0,1,0
20240302,6,664484,8,0,SP,714_7810586476051201,777_1130092367040023,43,32,32,511,75,2071,31,36,31,503,67,1744
20240327,12,789211,1,12,00,174_5669648421869006,110_4913163183429699,0,0,0,0,1,0,0,0,0,0,1,0
20231102,12,955347,5,30,SP,123_9605731398959023,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20240408,15,292258,6,28,00,700_1400086102063774,153_5964205353387245,41,31,31,510,72,1936,0,0,0,0,1,31
20231209,8,8106,5,20,01,136_7231471788083591,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20240530,0,397384,1,0,01,146_9822947138722069,156_1724508931924535,0,0,0,0,1,0,0,0,0,0,1,0
20240412,15,168973,1,20,01,359_8748289854730524,125_7146012700096340,30,37,30,510,67,1774,44,34,34,508,78,2127
20230812,8,998196,6,0,01,184_7762223898383169,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240412,3,553988,8,13,01,205_7764167623378289,125_7146012700096340,30,30,30,508,60,1521,44,34,34,508,78,2127
20230925,8,946674,2,3,00,672_2425567546371265,459_9771999429864325,31,39,31,511,70,1904,32,37,32,511,69,1879
20240324,8,323782,7,18,00,194_1357489329296982,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20240617,3,396885,4,16,01,186_3689665031373201,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240418,3,714842,5,4,00,857_3947123346806583,123_1902390614786751,36,34,34,510,70,1875,0,0,0,0,1,34
20231215,0,567347,7,17,00,164_1519833005937167,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20231129,8,808553,3,15,01,700_1400086102063774,173_2334195738813050,41,31,31,510,72,1936,0,0,0,0,1,31
20230828,21,53476,1,0,01,147_9985741074164518,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240124,3,27260,1,14,00,700_1400086102063774,205_7764167623378289,41,31,31,510,72,1936,30,30,30,508,60,1521
20231019,6,893613,8,19,00,359_8748289854730524,112_2086716238968085,30,37,30,510,67,1774,0,0,0,0,1,37
20240304,18,262805,4,17,01,106_6239123526095524,173_3280712080289870,0,0,0,0,1,0,0,0,0,0,1,0
20240103,8,117348,8,1,01,175_2282601789819271,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20231203,21,90130,7,20,01,118_3163544127079984,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20240325,21,68991,8,13,SP,672_2425567546371265,205_7764167623378289,31,39,31,511,70,1904,30,30,30,508,60,1521
20231112,0,197704,7,0,SP,714_7810586476051201,195_7354430109464688,43,32,32,511,75,2071,0,0,0,0,1,32
20240626,3,868072,4,16,01,131_7899086610993090,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230807,18,20134,8,25,02,156_1226392087881568,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20230827,15,829344,5,26,00,178_3786274885664908,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20231203,12,936193,2,26,00,777_1130092367040023,172_9470953853429310,31,36,31,503,67,1744,0,0,0,0,1,36
20240329,21,406637,3,2,SP,700_1400086102063774,205_7764167623378289,41,31,31,510,72,1936,30,30,30,508,60,1521
20231023,21,941551,7,4,01,100_4190736503424438,132_3570167763426229,0,0,0,0,1,0,0,0,0,0,1,0
20230803,3,212905,3,4,01,174_5844716095155273,186_1393984776271010,0,0,0,0,1,0,0,0,0,0,1,0
20240408,12,398452,6,21,02,700_1400086102063774,125_7146012700096340,41,31,31,510,72,1936,44,34,34,508,78,2127
20240117,18,973632,2,23,00,197_8157426217519097,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20231219,8,968454,2,20,SP,195_1512224757186770,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230722,12,619929,3,25,00,672_2425567546371265,135_7783900923308462,31,39,31,511,70,1904,0,0,0,0,1,39
20230810,18,185557,5,2,00,117_5377048686245422,189_7578997030659024,0,0,0,0,1,0,0,0,0,0,1,0
20231108,21,290116,5,28,01,857_3947123346806583,857_3947123346806583,36,34,34,510,70,1875,36,34,34,510,70,1875
20231130,12,373155,1,22,02,124_3036566255476049,121_9654155404907553,0,0,0,0,1,0,0,0,0,0,1,0
20240420,18,872928,7,3,00,459_9771999429864325,459_9771999429864325,32,37,32,511,69,1879,32,37,32,511,69,1879
20230820,0,791273,6,23,SP,205_7764167623378289,145_5759328236621351,30,30,30,508,60,1521,0,0,0,0,1,30
20240218,21,812072,5,15,00,126_1227703089509617,116_1371419081978073,0,0,0,0,1,0,0,0,0,0,1,0
20240317,6,206092,1,20,00,205_7764167623378289,175_7830805640685961,30,30,30,508,60,1521,0,0,0,0,1,30
20240517,6,927076,1,23,02,100_1553684100272445,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240123,18,155008,6,3,00,714_7810586476051201,205_7764167623378289,43,32,32,511,75,2071,30,30,30,508,60,1521
20240418,12,186602,3,18,00,181_7085645199002520,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20240326,15,583504,6,28,01,111_8116437673142807,152_5859126661126438,0,0,0,0,1,0,0,0,0,0,1,0
20231018,3,453665,5,3,00,125_7146012700096340,459_9771999429864325,44,34,34,508,78,2127,32,37,32,511,69,1879
20240418,18,682282,5,24,01,196_3202721354594197,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240628,0,220378,3,13,00,173_4086041767052920,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20231231,21,769628,1,21,01,134_6432559234064927,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240306,8,190146,8,14,01,205_7764167623378289,125_7146012700096340,30,30,30,508,60,1521,44,34,34,508,78,2127
20230923,6,819508,4,26,SP,135_4397641129447141,122_2802099919182915,0,0,0,0,1,0,0,0,0,0,1,0
20230709,8,816182,8,3,SP,138_4107370915216683,122_5663863562168559,0,0,0,0,1,0,0,0,0,0,1,0
20240612,21,464799,8,20,01,191_6538510399734684,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20231007,3,683989,4,30,00,359_8748289854730524,205_7764167623378289,30,37,30,510,67,1774,30,30,30,508,60,1521
20231211,0,830990,2,20,01,700_1400086102063774,125_7146012700096340,41,31,31,510,72,1936,44,34,34,508,78,2127
20230703,0,620711,6,1,SP,105_4334554803436899,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20240530,18,61905,5,15,00,714_7810586476051201,164_4723785649080676,43,32,32,511,75,2071,0,0,0,0,1,32
20240616,15,92131,5,23,00,137_5156302279433680,121_8536502410317402,0,0,0,0,1,0,0,0,0,0,1,0
20230729,18,320273,1,28,SP,700_1400086102063774,135_3931577615429997,41,31,31,510,72,1936,0,0,0,0,1,31
20240508,12,651294,3,24,02,155_3653361221927019,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20230822,15,640094,6,21,SP,857_3947123346806583,672_2425567546371265,36,34,34,510,70,1875,31,39,31,511,70,1904
20240302,8,337625,2,27,02,459_9771999429864325,192_9761068562799139,32,37,32,511,69,1879,0,0,0,0,1,37
20240113,12,776887,4,14,00,714_7810586476051201,176_7651668136395869,43,32,32,511,75,2071,0,0,0,0,1,32
20240505,18,646353,8,19,00,459_9771999429864325,131_6511312341712509,32,37,32,511,69,1879,0,0,0,0,1,37
20231018,15,152575,1,23,02,672_2425567546371265,700_1400086102063774,31,39,31,511,70,1904,41,31,31,510,72,1936
20240210,18,268127,4,0,01,714_7810586476051201,188_2129732536819887,43,32,32,511,75,2071,0,0,0,0,1,32
20240205,21,415226,6,3,02,777_1130092367040023,672_2425567546371265,31,36,31,503,67,1744,31,39,31,511,70,1904
20230919,8,203973,1,15,02,107_3407562603576820,182_5509502779459231,0,0,0,0,1,0,0,0,0,0,1,0
20231002,0,200571,6,21,01,714_7810586476051201,123_8899421803445072,43,32,32,511,75,2071,0,0,0,0,1,32
20240109,18,199579,4,19,02,857_3947123346806583,184_1375206079883267,36,34,34,510,70,1875,0,0,0,0,1,34
20240208,0,826729,2,19,02,185_8116022208147514,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20240225,6,940069,3,11,02,459_9771999429864325,672_2425567546371265,32,37,32,511,69,1879,31,39,31,511,70,1904
20240413,8,825536,5,16,00,857_3947123346806583,857_3947123346806583,36,34,34,510,70,1875,36,34,34,510,70,1875
20230731,6,189142,6,18,SP,857_3947123346806583,160_4418201945926546,36,34,34,510,70,1875,0,0,0,0,1,34
20230812,0,895798,8,3,02,165_3352156371861775,158_4079920448339571,0,0,0,0,1,0,0,0,0,0,1,0
20231212,0,298467,5,17,00,459_9771999429864325,197_4367680406525438,32,37,32,511,69,1879,0,0,0,0,1,37
20240119,21,573270,6,1,02,153_2794300415896871,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20231206,3,461044,1,26,SP,103_4690429099025659,122_1899372350334605,0,0,0,0,1,0,0,0,0,0,1,0
20230910,6,471729,3,3,01,181_8702578668869901,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240419,8,150810,7,24,SP,144_3718199578432623,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240523,18,915748,6,0,00,148_7333880085292771,161_6537585796621776,0,0,0,0,1,0,0,0,0,0,1,0
20230821,15,97395,3,28,01,700_1400086102063774,166_9193869185953262,41,31,31,510,72,1936,0,0,0,0,1,31
20240624,15,85707,2,24,SP,151_2278976838573175,163_1468138064755233,0,0,0,0,1,0,0,0,0,0,1,0
20240204,18,637562,1,22,01,459_9771999429864325,115_1543605566860693,32,37,32,511,69,1879,0,0,0,0,1,37
20240215,15,183201,1,3,01,142_7889953426062307,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20230903,12,189222,5,12,02,672_2425567546371265,140_5160143945574737,31,39,31,511,70,1904,0,0,0,0,1,39
20230817,21,668078,1,25,01,672_2425567546371265,205_7764167623378289,31,39,31,511,70,1904,30,30,30,508,60,1521
20240325,15,286437,2,13,SP,101_2752352435396247,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20231222,0,197110,5,1,SP,119_9989969976643640,132_2152241687111385,0,0,0,0,1,0,0,0,0,0,1,0
20240413,3,38177,1,18,01,142_2969445341563459,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240326,8,665704,6,30,02,125_7146012700096340,777_1130092367040023,44,34,34,508,78,2127,31,36,31,503,67,1744
20240111,3,914979,6,30,SP,459_9771999429864325,714_7810586476051201,32,37,32,511,69,1879,43,32,32,511,75,2071
20240403,8,772009,1,14,01,125_7146012700096340,459_9771999429864325,44,34,34,508,78,2127,32,37,32,511,69,1879
20240303,15,671244,3,15,SP,108_1195602526260291,131_4524136720963172,0,0,0,0,1,0,0,0,0,0,1,0
20240109,6,57437,8,11,02,917_9821905184464824,359_8748289854730524,27,40,27,501,67,1678,30,37,30,510,67,1774
20240123,0,552967,6,17,00,106_5403503511360573,132_6760626401625377,0,0,0,0,1,0,0,0,0,0,1,0
20231018,18,255440,7,13,01,186_2931114442682585,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20231218,0,553764,6,11,01,126_6162295278882774,178_4370934808120072,0,0,0,0,1,0,0,0,0,0,1,0
20240616,21,175944,1,23,00,700_1400086102063774,672_2425567546371265,41,31,31,510,72,1936,31,39,31,511,70,1904
20230912,3,906341,4,25,00,857_3947123346806583,189_9315261918276524,36,34,34,510,70,1875,0,0,0,0,1,34
20240404,21,714573,3,2,01,857_3947123346806583,359_8748289854730524,36,34,34,510,70,1875,30,37,30,510,67,1774
20240304,15,863752,5,18,02,714_7810586476051201,459_9771999429864325,43,32,32,511,75,2071,32,37,32,511,69,1879
20240402,6,600427,5,24,01,138_8357836740037069,138_8103412758905208,0,0,0,0,1,0,0,0,0,0,1,0
20240331,12,300973,4,12,01,777_1130092367040023,178_9561281131688309,31,36,31,503,67,1744,0,0,0,0,1,36
20230807,8,692671,3,0,00,125_7146012700096340,163_4129583930077474,44,34,34,508,78,2127,0,0,0,0,1,34
20230714,0,633649,7,1,00,714_7810586476051201,198_9415224619763446,43,32,32,511,75,2071,0,0,0,0,1,32
20240318,12,737682,1,22,00,123_4289054379729849,196_5334424774853405,0,0,0,0,1,0,0,0,0,0,1,0
20231010,12,549224,6,13,SP,125_7146012700096340,186_4452905505828101,44,34,34,508,78,2127,0,0,0,0,1,34
20240131,8,815576,4,18,02,176_1549090689704781,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240223,3,191078,1,2,02,152_6623157031779120,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20231026,0,136137,7,20,SP,359_8748289854730524,359_8748289854730524,30,37,30,510,67,1774,30,37,30,510,67,1774
20230819,0,298295,7,0,01,359_8748289854730524,134_1843696028680630,30,37,30,510,67,1774,0,0,0,0,1,37
20230729,8,697842,4,0,02,700_1400086102063774,459_9771999429864325,41,31,31,510,72,1936,32,37,32,511,69,1879
20240309,18,960853,4,26,01,125_7146012700096340,132_1864034004914537,44,34,34,508,78,2127,0,0,0,0,1,34
20240504,6,662634,8,21,01,672_2425567546371265,205_7764167623378289,31,39,31,511,70,1904,30,30,30,508,60,1521
20231014,0,819600,8,19,00,777_1130092367040023,672_2425567546371265,31,36,31,503,67,1744,31,39,31,511,70,1904
20231107,15,338694,4,14,01,114_9739735584102926,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240322,3,685404,3,4,02,116_5030185699740157,158_8537418392239126,0,0,0,0,1,0,0,0,0,0,1,0
20240408,8,573488,2,17,SP,777_1130092367040023,105_3312844442054757,31,36,31,503,67,1744,0,0,0,0,1,36
20230914,15,683283,6,16,00,700_1400086102063774,857_3947123346806583,41,31,31,510,72,1936,36,34,34,510,70,1875
20240227,15,166640,3,4,00,459_9771999429864325,917_9821905184464824,32,37,32,511,69,1879,27,40,27,501,67,1678
20240125,8,270543,4,22,01,205_7764167623378289,459_9771999429864325,30,30,30,508,60,1521,32,37,32,511,69,1879
20231107,0,180806,1,19,SP,700_1400086102063774,170_2581082653741431,41,31,31,510,72,1936,0,0,0,0,1,31
20231014,15,783286,5,30,02,114_6945882902866843,131_4591232412958892,0,0,0,0,1,0,0,0,0,0,1,0
20230927,18,248642,1,20,SP,359_8748289854730524,128_3567321929678040,30,37,30,510,67,1774,0,0,0,0,1,37
20240205,3,654336,7,27,01,173_5571221588882662,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20240525,21,721686,7,14,SP,129_9317199200449654,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20240113,15,310411,5,11,00,119_3997897317053551,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240402,8,797677,7,16,01,139_4895348669156501,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231231,6,768369,8,24,01,700_1400086102063774,672_2425567546371265,41,31,31,510,72,1936,31,39,31,511,70,1904
20230821,18,187916,3,18,SP,126_5507020764155488,116_1815391072164019,0,0,0,0,1,0,0,0,0,0,1,0
20240315,21,726633,7,20,00,117_4546171675538154,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20230718,0,78047,5,14,01,132_3028071155248475,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20240327,15,424485,2,3,00,191_4886540596027231,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20230925,21,175667,1,15,01,672_2425567546371265,359_8748289854730524,31,39,31,511,70,1904,30,37,30,510,67,1774
20230909,6,831326,2,11,02,777_1130092367040023,459_9771999429864325,31,36,31,503,67,1744,32,37,32,511,69,1879
20231108,15,91001,8,22,01,196_7404976372616535,178_8473096625800737,0,0,0,0,1,0,0,0,0,0,1,0
20240627,21,558056,2,19,SP,105_4174982165866682,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20231216,6,739638,8,14,00,125_7146012700096340,777_1130092367040023,44,34,34,508,78,2127,31,36,31,503,67,1744
20240318,15,813011,7,2,00,160_7441926615632846,114_7576393978356403,0,0,0,0,1,0,0,0,0,0,1,0
20240326,21,57217,8,0,SP,205_7764167623378289,125_7146012700096340,30,30,30,508,60,1521,44,34,34,508,78,2127
20240524,6,682396,8,17,02,857_3947123346806583,777_1130092367040023,36,34,34,510,70,1875,31,36,31,503,67,1744
20230822,3,181516,2,4,00,125_7146012700096340,917_9821905184464824,44,34,34,508,78,2127,27,40,27,501,67,1678
20240409,0,785523,2,17,02,152_4965720865147055,135_7696597259342848,0,0,0,0,1,0,0,0,0,0,1,0
20240229,15,643007,3,17,01,165_2957077105752629,156_7772537420929820,0,0,0,0,1,0,0,0,0,0,1,0
20231004,12,162048,5,16,00,205_7764167623378289,672_2425567546371265,30,30,30,508,60,1521,31,39,31,511,70,1904
20240627,0,136158,1,0,SP,857_3947123346806583,205_7764167623378289,36,34,34,510,70,1875,30,30,30,508,60,1521
20240105,12,550438,6,28,SP,104_8771652099140896,176_3573319635429488,0,0,0,0,1,0,0,0,0,0,1,0
20230922,6,595607,2,14,02,116_2961522200855659,100_7605949652252787,0,0,0,0,1,0,0,0,0,0,1,0
20240123,12,865095,4,30,SP,156_7732576830885641,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
